"primary_spa_name","primary_spa_city","competitor_rank","competitor_name","competitor_review_count","competitor_star_rating","competitor_distance_miles","competitor_gbp_url"
"Northwest Face & Body","Kirkland","2","Templum Aesthetics & Wellness","106","5.0","0.95","https://www.google.com/maps/search/?api=1&query=Templum%20Aesthetics%20%26%20Wellness&query_place_id=ChIJIzfiEagTkFQRmlF_3UE055E"
"Northwest Face & Body","Kirkland","3","Pūr Skin Clinic","88","4.9","0.67","https://www.google.com/maps/search/?api=1&query=Pu%CC%84r%20Skin%20Clinic&query_place_id=ChIJ0fGcr6YTkFQRC-i6LvEm5M0"
"Pūr Skin Clinic","Kirkland","1","Northwest Face & Body","519","4.7","0.67","https://www.google.com/maps/search/?api=1&query=Northwest%20Face%20%26%20Body&query_place_id=ChIJs0qcdSwTkFQRoAvd-JyebGE"
"Pūr Skin Clinic","Kirkland","2","Refine, MD Northwest","153","4.9","0.62","https://www.google.com/maps/search/?api=1&query=Refine%2C%20MD%20Northwest&query_place_id=ChIJl90mdecSkFQRiVZ1ja74PT0"
"Pūr Skin Clinic","Kirkland","3","Templum Aesthetics & Wellness","106","5.0","0.53","https://www.google.com/maps/search/?api=1&query=Templum%20Aesthetics%20%26%20Wellness&query_place_id=ChIJIzfiEagTkFQRmlF_3UE055E"
"Glow Medispa - Kirkland","Kirkland","1","SkinSpirit Kirkland (Totem Lake)","235","4.9","1.42","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Kirkland%20(Totem%20Lake)&query_place_id=ChIJS-1HIWgNkFQRa375pnWDZP8"
"Glow Medispa - Kirkland","Kirkland","2","Aura Laser Skin Care","216","2.9","0.8","https://www.google.com/maps/search/?api=1&query=Aura%20Laser%20Skin%20Care&query_place_id=ChIJHzw1OAsSkFQRa7WOPbzyXMY"
"Glow Medispa - Kirkland","Kirkland","3","Strother Dermatology Kirkland","134","3.6","1.42","https://www.google.com/maps/search/?api=1&query=Strother%20Dermatology%20Kirkland&query_place_id=ChIJrxgFfI8NkFQRxJqFYiQ40oY"
"Bellamedica Aesthetics","Kirkland","1","LaserAway Kirkland","319","4.4","0.49","https://www.google.com/maps/search/?api=1&query=LaserAway%20Kirkland&query_place_id=ChIJG2u1wG8VkFQR4n9VFGm687Q"
"Bellamedica Aesthetics","Kirkland","2","SkinSpirit Kirkland (Totem Lake)","235","4.9","0.47","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Kirkland%20(Totem%20Lake)&query_place_id=ChIJS-1HIWgNkFQRa375pnWDZP8"
"Bellamedica Aesthetics","Kirkland","3","Strother Dermatology Kirkland","134","3.6","0.59","https://www.google.com/maps/search/?api=1&query=Strother%20Dermatology%20Kirkland&query_place_id=ChIJrxgFfI8NkFQRxJqFYiQ40oY"
"Ethereal Rejuvenation Clinic","Kirkland","1","Medical Spa at PRO Club","509","4.9","1.29","https://www.google.com/maps/search/?api=1&query=Medical%20Spa%20at%20PRO%20Club&query_place_id=ChIJgVErCmptkFQRQXjmOJFNmtw"
"Ethereal Rejuvenation Clinic","Kirkland","2","Templum Aesthetics & Wellness","106","5.0","1.49","https://www.google.com/maps/search/?api=1&query=Templum%20Aesthetics%20%26%20Wellness&query_place_id=ChIJIzfiEagTkFQRmlF_3UE055E"
"Ethereal Rejuvenation Clinic","Kirkland","3","EB Glow","34","5.0","1.88","https://www.google.com/maps/search/?api=1&query=EB%20Glow&query_place_id=ChIJ2UFNUdoTkFQRMg-TBGk7g_8"
"Templum Aesthetics & Wellness","Kirkland","1","Pūr Skin Clinic","88","4.9","0.53","https://www.google.com/maps/search/?api=1&query=Pu%CC%84r%20Skin%20Clinic&query_place_id=ChIJ0fGcr6YTkFQRC-i6LvEm5M0"
"Templum Aesthetics & Wellness","Kirkland","2","Heyday Skincare Kirkland","49","4.6","0.6","https://www.google.com/maps/search/?api=1&query=Heyday%20Skincare%20Kirkland&query_place_id=ChIJ-V0yntQTkFQRjpDRQhLCH9s"
"Templum Aesthetics & Wellness","Kirkland","3","EB Glow","34","5.0","0.66","https://www.google.com/maps/search/?api=1&query=EB%20Glow&query_place_id=ChIJ2UFNUdoTkFQRMg-TBGk7g_8"
"SKIM Medical Spa","Bothell","1","Radiance Skin and Laser","394","5.0","1.63","https://www.google.com/maps/search/?api=1&query=Radiance%20Skin%20and%20Laser&query_place_id=ChIJo3ovdUwPkFQRwg4sO-_5CNA"
"SKIM Medical Spa","Bothell","2","Aura Laser Skin Care","216","2.9","3.32","https://www.google.com/maps/search/?api=1&query=Aura%20Laser%20Skin%20Care&query_place_id=ChIJHzw1OAsSkFQRa7WOPbzyXMY"
"SKIM Medical Spa","Bothell","3","TLC SKINCARE CLINIC","127","5.0","1.79","https://www.google.com/maps/search/?api=1&query=TLC%20SKINCARE%20CLINIC&query_place_id=ChIJw8fFY50OkFQR09yTOTj8HOo"
"Liebertz Plastic Surgery at Yarrow Bay","Kirkland","1","Northwest Face & Body","519","4.7","0.22","https://www.google.com/maps/search/?api=1&query=Northwest%20Face%20%26%20Body&query_place_id=ChIJs0qcdSwTkFQRoAvd-JyebGE"
"Liebertz Plastic Surgery at Yarrow Bay","Kirkland","2","Templum Aesthetics & Wellness","106","5.0","1.12","https://www.google.com/maps/search/?api=1&query=Templum%20Aesthetics%20%26%20Wellness&query_place_id=ChIJIzfiEagTkFQRmlF_3UE055E"
"Liebertz Plastic Surgery at Yarrow Bay","Kirkland","3","Pūr Skin Clinic","88","4.9","0.88","https://www.google.com/maps/search/?api=1&query=Pu%CC%84r%20Skin%20Clinic&query_place_id=ChIJ0fGcr6YTkFQRC-i6LvEm5M0"
"Elase Medical Spa - Sugarhouse","Salt Lake City","1","Haus of Aesthetics Salt Lake City","519","4.8","2.05","https://www.google.com/maps/search/?api=1&query=Haus%20of%20Aesthetics%20Salt%20Lake%20City&query_place_id=ChIJq7IAAUz1UocR-AN5AbqiwHY"
"Elase Medical Spa - Sugarhouse","Salt Lake City","2","SkinSpirit Salt Lake City","197","5.0","0.17","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Salt%20Lake%20City&query_place_id=ChIJ6eRydbCLUocRYZImo4rBMiU"
"Elase Medical Spa - Sugarhouse","Salt Lake City","3","ilLumin8skin","76","5.0","1.99","https://www.google.com/maps/search/?api=1&query=ilLumin8skin&query_place_id=ChIJn6nBJFphUocRzelIG7W87LM"
"SLC Med Spa","Draper","1","Maven Medical Arts","463","5.0","0.97","https://www.google.com/maps/search/?api=1&query=Maven%20Medical%20Arts&query_place_id=ChIJ3yYCWJyHUocRNvELZ3CJWvA"
"SLC Med Spa","Draper","2","Gallery of Aesthetics Medical Spa","335","4.9","3.52","https://www.google.com/maps/search/?api=1&query=Gallery%20of%20Aesthetics%20Medical%20Spa&query_place_id=ChIJ_683b8aHUocRib3JFTKnWvo"
"SLC Med Spa","Draper","3","Liv Aesthetics & Wellness - Botox, med spa, Integrative medicine","209","5.0","3.1","https://www.google.com/maps/search/?api=1&query=Liv%20Aesthetics%20%26%20Wellness%20-%20Botox%2C%20med%20spa%2C%20Integrative%20medicine&query_place_id=ChIJI9NMXEmHUocRaKF1sKO-OJQ"
"Altitude Medspa","Salt Lake City","1","Modern SLC Injections & Aesthetics","844","5.0","1.81","https://www.google.com/maps/search/?api=1&query=Modern%20SLC%20Injections%20%26%20Aesthetics&query_place_id=ChIJJ6Zv-LphUocR-7tkjztxEeU"
"Altitude Medspa","Salt Lake City","2","Medical Spa and Wellness by Michelle NP","98","4.8","1.95","https://www.google.com/maps/search/?api=1&query=Medical%20Spa%20and%20Wellness%20by%20Michelle%20NP&query_place_id=ChIJC9duhydiUocRThAj5oAYU9g"
"Altitude Medspa","Salt Lake City","3","Salt Lake City Botox and Fillers","70","4.9","1.06","https://www.google.com/maps/search/?api=1&query=Salt%20Lake%20City%20Botox%20and%20Fillers&query_place_id=ChIJjeXmDQlhUocRGFTELsuJrrM"
"Restore Hyper Wellness","Somerville","1","Dermatology Associates","2064","5.0","5.88","https://www.google.com/maps/search/?api=1&query=Dermatology%20Associates&query_place_id=ChIJeYrM60p044kRvoOmTPE9pmc"
"Restore Hyper Wellness","Somerville","2","All In One Laser","412","5.0","6.67","https://www.google.com/maps/search/?api=1&query=All%20In%20One%20Laser&query_place_id=ChIJLcjSvA5444kRUXmwbWWDkcE"
"Restore Hyper Wellness","Somerville","3","Four Seasons Hotel One Dalton Street, Boston","388","4.6","3.19","https://www.google.com/maps/search/?api=1&query=Four%20Seasons%20Hotel%20One%20Dalton%20Street%2C%20Boston&query_place_id=ChIJW0u45p1744kR3-G-c08U83Q"
"Restore Hyper Wellness","Lynnfield","1","Dermatology Associates","2064","5.0","6.63","https://www.google.com/maps/search/?api=1&query=Dermatology%20Associates&query_place_id=ChIJeYrM60p044kRvoOmTPE9pmc"
"Restore Hyper Wellness","Lynnfield","2","Age-less Weigh-less","601","5.0","6.54","https://www.google.com/maps/search/?api=1&query=Age-less%20Weigh-less&query_place_id=ChIJ98w5HxR144kR28sAmXiyPR0"
"Restore Hyper Wellness","Lynnfield","3","Sono Bello Boston","264","4.0","6.54","https://www.google.com/maps/search/?api=1&query=Sono%20Bello%20Boston&query_place_id=ChIJNeuokRZ144kRAAgD_Zgq0vI"
"Imago Medical Spa","Salt Lake City","1","Beauty Lab + Laser Med Spa | Murray","3650","4.9","2.23","https://www.google.com/maps/search/?api=1&query=Beauty%20Lab%20%2B%20Laser%20Med%20Spa%20%7C%20Murray&query_place_id=ChIJJTzDs8qJUocRCauA3eB6U8k"
"Imago Medical Spa","Salt Lake City","2","Trilogy Medical Center","504","4.8","2.54","https://www.google.com/maps/search/?api=1&query=Trilogy%20Medical%20Center&query_place_id=ChIJybPy39KJUocR7JPBEjCKXu4"
"Imago Medical Spa","Salt Lake City","3","Divine Skin Aesthetics | Laser Skincare","75","5.0","2.5","https://www.google.com/maps/search/?api=1&query=Divine%20Skin%20Aesthetics%20%7C%20Laser%20Skincare&query_place_id=ChIJSazapFaLUocRltrbuPzQbnE"
"Restore Hyper Wellness","South Portland","1","Theia Skin Studio","5","5.0","3.22","https://www.google.com/maps/search/?api=1&query=Theia%20Skin%20Studio&query_place_id=ChIJRbMzQymbskwRlL--ELacbnk"
"Haus of Aesthetics Salt Lake City","Salt Lake City","1","LaserAway Salt Lake City","502","4.7","0.53","https://www.google.com/maps/search/?api=1&query=LaserAway%20Salt%20Lake%20City&query_place_id=ChIJ__2dhiH1UocRGly4ap6TSRE"
"Haus of Aesthetics Salt Lake City","Salt Lake City","2","Forever Beauty Med Spa","391","4.9","0.89","https://www.google.com/maps/search/?api=1&query=Forever%20Beauty%20Med%20Spa&query_place_id=ChIJ_ZTPDE31UocRCyIao913-6s"
"Haus of Aesthetics Salt Lake City","Salt Lake City","3","Gateway Aesthetic Institute and Laser Center","295","4.3","1.2","https://www.google.com/maps/search/?api=1&query=Gateway%20Aesthetic%20Institute%20and%20Laser%20Center&query_place_id=ChIJMRZCHgL1UocRQIjSBZNTQgg"
"Restore Hyper Wellness","Newton","1","All In One Laser","412","5.0","3.06","https://www.google.com/maps/search/?api=1&query=All%20In%20One%20Laser&query_place_id=ChIJLcjSvA5444kRUXmwbWWDkcE"
"Restore Hyper Wellness","Newton","2","GFaceMD Medical Spa, Wellesley","324","5.0","2.3","https://www.google.com/maps/search/?api=1&query=GFaceMD%20Medical%20Spa%2C%20Wellesley&query_place_id=ChIJbakCyCGC44kRiBo_dmzSKn0"
"Restore Hyper Wellness","Newton","3","Sway Spa","262","4.8","6.4","https://www.google.com/maps/search/?api=1&query=Sway%20Spa&query_place_id=ChIJj-MaKQN644kRbsAPt4mAKWg"
"Restore Hyper Wellness","Dedham","1","All In One Laser","412","5.0","9.05","https://www.google.com/maps/search/?api=1&query=All%20In%20One%20Laser&query_place_id=ChIJLcjSvA5444kRUXmwbWWDkcE"
"Restore Hyper Wellness","Dedham","2","GFaceMD Medical Spa, Wellesley","324","5.0","7.68","https://www.google.com/maps/search/?api=1&query=GFaceMD%20Medical%20Spa%2C%20Wellesley&query_place_id=ChIJbakCyCGC44kRiBo_dmzSKn0"
"Restore Hyper Wellness","Dedham","3","Sway Spa","262","4.8","9.29","https://www.google.com/maps/search/?api=1&query=Sway%20Spa&query_place_id=ChIJj-MaKQN644kRbsAPt4mAKWg"
"Nuance Aesthetics","Salt Lake City","1","Haus of Aesthetics Salt Lake City","519","4.8","1.34","https://www.google.com/maps/search/?api=1&query=Haus%20of%20Aesthetics%20Salt%20Lake%20City&query_place_id=ChIJq7IAAUz1UocR-AN5AbqiwHY"
"Nuance Aesthetics","Salt Lake City","2","LaserAway Salt Lake City","502","4.7","0.92","https://www.google.com/maps/search/?api=1&query=LaserAway%20Salt%20Lake%20City&query_place_id=ChIJ__2dhiH1UocRGly4ap6TSRE"
"Nuance Aesthetics","Salt Lake City","3","Forever Beauty Med Spa","391","4.9","1.05","https://www.google.com/maps/search/?api=1&query=Forever%20Beauty%20Med%20Spa&query_place_id=ChIJ_ZTPDE31UocRCyIao913-6s"
"Modern SLC Injections & Aesthetics","Holladay","1","Holladay Dermatology & Aesthetics","477","4.9","0.84","https://www.google.com/maps/search/?api=1&query=Holladay%20Dermatology%20%26%20Aesthetics&query_place_id=ChIJ6TKGsPFhUocR8kQTxFskiKc"
"Modern SLC Injections & Aesthetics","Holladay","2","Spruce Aesthetics + Infusion Bar","164","5.0","1.01","https://www.google.com/maps/search/?api=1&query=Spruce%20Aesthetics%20%2B%20Infusion%20Bar&query_place_id=ChIJ3acs2DlhUocR0V-v4L6TFQ0"
"Modern SLC Injections & Aesthetics","Holladay","3","Medical Spa and Wellness by Michelle NP","98","4.8","0.14","https://www.google.com/maps/search/?api=1&query=Medical%20Spa%20and%20Wellness%20by%20Michelle%20NP&query_place_id=ChIJC9duhydiUocRThAj5oAYU9g"
"Alchemy Medical Aesthetics","Salt Lake City","1","Elase Medical Spa - Sugarhouse","1532","4.9","2.15","https://www.google.com/maps/search/?api=1&query=Elase%20Medical%20Spa%20-%20Sugarhouse&query_place_id=ChIJhcWcrqaKUocR3tvP2eCIP7Y"
"Alchemy Medical Aesthetics","Salt Lake City","2","ilLumin8skin","76","5.0","1.42","https://www.google.com/maps/search/?api=1&query=ilLumin8skin&query_place_id=ChIJn6nBJFphUocRzelIG7W87LM"
"Alchemy Medical Aesthetics","Salt Lake City","3","Portica Body & Face","70","4.7","1.42","https://www.google.com/maps/search/?api=1&query=Portica%20Body%20%26%20Face&query_place_id=ChIJ8WUdfHFgUocRAOzHYNxe6VY"
"Restore Hyper Wellness","West Hartford","1","Samara MedSpa Avon","390","4.8","6.27","https://www.google.com/maps/search/?api=1&query=Samara%20MedSpa%20Avon&query_place_id=ChIJk-BzR5Cv54kR7Z17Hetyy7Q"
"Restore Hyper Wellness","West Hartford","2","Imagine Float","271","5.0","5.91","https://www.google.com/maps/search/?api=1&query=Imagine%20Float&query_place_id=ChIJ38LXpWep54kRP3ykaBFzKfE"
"Restore Hyper Wellness","West Hartford","3","Royâ Medspa: Aesthetics and Wellness","95","5.0","9.61","https://www.google.com/maps/search/?api=1&query=Roy%C3%A2%20Medspa%3A%20Aesthetics%20and%20Wellness&query_place_id=ChIJ0aVzlpmt54kR1Uf_juUZWwU"
"Salt Lake City Botox and Fillers","Salt Lake City","1","Alchemy Medical Aesthetics","271","5.0","1.57","https://www.google.com/maps/search/?api=1&query=Alchemy%20Medical%20Aesthetics&query_place_id=ChIJpxeu0wFhUocR9S7nlVX2Ano"
"Salt Lake City Botox and Fillers","Salt Lake City","2","Spruce Aesthetics + Infusion Bar","164","5.0","1.72","https://www.google.com/maps/search/?api=1&query=Spruce%20Aesthetics%20%2B%20Infusion%20Bar&query_place_id=ChIJ3acs2DlhUocR0V-v4L6TFQ0"
"Salt Lake City Botox and Fillers","Salt Lake City","3","Altitude Medspa","91","5.0","1.06","https://www.google.com/maps/search/?api=1&query=Altitude%20Medspa&query_place_id=ChIJYyBdXtVhUocRd5rFdE1_AhU"
"Forever Beauty Med Spa","Salt Lake City","1","Haus of Aesthetics Salt Lake City","519","4.8","0.89","https://www.google.com/maps/search/?api=1&query=Haus%20of%20Aesthetics%20Salt%20Lake%20City&query_place_id=ChIJq7IAAUz1UocR-AN5AbqiwHY"
"Forever Beauty Med Spa","Salt Lake City","2","LaserAway Salt Lake City","502","4.7","0.45","https://www.google.com/maps/search/?api=1&query=LaserAway%20Salt%20Lake%20City&query_place_id=ChIJ__2dhiH1UocRGly4ap6TSRE"
"Forever Beauty Med Spa","Salt Lake City","3","Nuance Aesthetics","419","5.0","1.05","https://www.google.com/maps/search/?api=1&query=Nuance%20Aesthetics&query_place_id=ChIJubk5QWP1UocRy_q_Q10ee1c"
"Restore Hyper Wellness","Hingham","1","BK Studio Med Spa","313","4.9","5.87","https://www.google.com/maps/search/?api=1&query=BK%20Studio%20Med%20Spa&query_place_id=ChIJz6RYCSOc5IkRtBp3vOHsQCs"
"Restore Hyper Wellness","Stamford","1","Greenwich Medical Spa","329","4.8","4.74","https://www.google.com/maps/search/?api=1&query=Greenwich%20Medical%20Spa&query_place_id=ChIJB5rov6WYwokRVMpphnlW9J0"
"Restore Hyper Wellness","Stamford","2","Naturallyou Med Spa by Terry Conrad, APRN","139","5.0","5.53","https://www.google.com/maps/search/?api=1&query=Naturallyou%20Med%20Spa%20by%20Terry%20Conrad%2C%20APRN&query_place_id=ChIJp48stfKYwokRS5ePJqBQvcg"
"Viso Bespoke Aesthetics","Salt Lake City","1","Haus of Aesthetics Salt Lake City","519","4.8","0.7","https://www.google.com/maps/search/?api=1&query=Haus%20of%20Aesthetics%20Salt%20Lake%20City&query_place_id=ChIJq7IAAUz1UocR-AN5AbqiwHY"
"Viso Bespoke Aesthetics","Salt Lake City","2","LaserAway Salt Lake City","502","4.7","0.33","https://www.google.com/maps/search/?api=1&query=LaserAway%20Salt%20Lake%20City&query_place_id=ChIJ__2dhiH1UocRGly4ap6TSRE"
"Viso Bespoke Aesthetics","Salt Lake City","3","Nuance Aesthetics","419","5.0","0.64","https://www.google.com/maps/search/?api=1&query=Nuance%20Aesthetics&query_place_id=ChIJubk5QWP1UocRy_q_Q10ee1c"
"RO Aesthetics","Salt Lake City","1","Trilogy Medical Center","504","4.8","0.0","https://www.google.com/maps/search/?api=1&query=Trilogy%20Medical%20Center&query_place_id=ChIJybPy39KJUocR7JPBEjCKXu4"
"RO Aesthetics","Salt Lake City","2","Holladay Dermatology & Aesthetics","477","4.9","1.03","https://www.google.com/maps/search/?api=1&query=Holladay%20Dermatology%20%26%20Aesthetics&query_place_id=ChIJ6TKGsPFhUocR8kQTxFskiKc"
"RO Aesthetics","Salt Lake City","3","Spruce Aesthetics + Infusion Bar","164","5.0","0.63","https://www.google.com/maps/search/?api=1&query=Spruce%20Aesthetics%20%2B%20Infusion%20Bar&query_place_id=ChIJ3acs2DlhUocR0V-v4L6TFQ0"
"Gateway Aesthetic Institute and Laser Center","Salt Lake City","1","Haus of Aesthetics Salt Lake City","519","4.8","1.2","https://www.google.com/maps/search/?api=1&query=Haus%20of%20Aesthetics%20Salt%20Lake%20City&query_place_id=ChIJq7IAAUz1UocR-AN5AbqiwHY"
"Gateway Aesthetic Institute and Laser Center","Salt Lake City","2","LaserAway Salt Lake City","502","4.7","1.08","https://www.google.com/maps/search/?api=1&query=LaserAway%20Salt%20Lake%20City&query_place_id=ChIJ__2dhiH1UocRGly4ap6TSRE"
"Gateway Aesthetic Institute and Laser Center","Salt Lake City","3","Nuance Aesthetics","419","5.0","1.86","https://www.google.com/maps/search/?api=1&query=Nuance%20Aesthetics&query_place_id=ChIJubk5QWP1UocRy_q_Q10ee1c"
"Beauty Lab + Laser Med Spa | Murray","Salt Lake City","1","Rise Rejuvenation Center","500","5.0","0.63","https://www.google.com/maps/search/?api=1&query=Rise%20Rejuvenation%20Center&query_place_id=ChIJyYLsMEtjUocRu4KQXTVW3AM"
"Beauty Lab + Laser Med Spa | Murray","Salt Lake City","2","Holladay Dermatology & Aesthetics","477","4.9","2.11","https://www.google.com/maps/search/?api=1&query=Holladay%20Dermatology%20%26%20Aesthetics&query_place_id=ChIJ6TKGsPFhUocR8kQTxFskiKc"
"Beauty Lab + Laser Med Spa | Murray","Salt Lake City","3","Imago Medical Spa","472","5.0","2.23","https://www.google.com/maps/search/?api=1&query=Imago%20Medical%20Spa&query_place_id=ChIJTSRYq6WLUocR8qzYCxVRFIM"
"Aesthetics PRP PRF in Utah","Salt Lake City","1","Modern SLC Injections & Aesthetics","844","5.0","0.0","https://www.google.com/maps/search/?api=1&query=Modern%20SLC%20Injections%20%26%20Aesthetics&query_place_id=ChIJJ6Zv-LphUocR-7tkjztxEeU"
"Aesthetics PRP PRF in Utah","Salt Lake City","2","Holladay Dermatology & Aesthetics","477","4.9","0.84","https://www.google.com/maps/search/?api=1&query=Holladay%20Dermatology%20%26%20Aesthetics&query_place_id=ChIJ6TKGsPFhUocR8kQTxFskiKc"
"Aesthetics PRP PRF in Utah","Salt Lake City","3","Spruce Aesthetics + Infusion Bar","164","5.0","1.01","https://www.google.com/maps/search/?api=1&query=Spruce%20Aesthetics%20%2B%20Infusion%20Bar&query_place_id=ChIJ3acs2DlhUocR0V-v4L6TFQ0"
"Barr Aesthetics","Salt Lake City","1","Haus of Aesthetics Salt Lake City","519","4.8","1.42","https://www.google.com/maps/search/?api=1&query=Haus%20of%20Aesthetics%20Salt%20Lake%20City&query_place_id=ChIJq7IAAUz1UocR-AN5AbqiwHY"
"Barr Aesthetics","Salt Lake City","2","LaserAway Salt Lake City","502","4.7","0.99","https://www.google.com/maps/search/?api=1&query=LaserAway%20Salt%20Lake%20City&query_place_id=ChIJ__2dhiH1UocRGly4ap6TSRE"
"Barr Aesthetics","Salt Lake City","3","Nuance Aesthetics","419","5.0","0.08","https://www.google.com/maps/search/?api=1&query=Nuance%20Aesthetics&query_place_id=ChIJubk5QWP1UocRy_q_Q10ee1c"
"Park City Medesthetix","Park City","1","Saltz Plastic Surgery & Saltz Spa Vitoria","317","4.9","0.01","https://www.google.com/maps/search/?api=1&query=Saltz%20Plastic%20Surgery%20%26%20Saltz%20Spa%20Vitoria&query_place_id=ChIJE9YYcV1tUocRWoEK0N4nv6A"
"Park City Medesthetix","Park City","2","MDSkin Lounge and MDSkin Bar","122","4.8","0.21","https://www.google.com/maps/search/?api=1&query=MDSkin%20Lounge%20and%20MDSkin%20Bar&query_place_id=ChIJXXYqHtNtUocRyv8-NTIJdo0"
"Park City Medesthetix","Park City","3","Stephanie Singer, DO","74","4.3","0.0","https://www.google.com/maps/search/?api=1&query=Stephanie%20Singer%2C%20DO&query_place_id=ChIJDyVAanZsUocR5nfsahBctJA"
"Vyla Aesthetics","Park City","1","The Dermatology House","89","4.7","0.05","https://www.google.com/maps/search/?api=1&query=The%20Dermatology%20House&query_place_id=ChIJS8Mk-HVsUocRkvxLahEQ3Uk"
"Vyla Aesthetics","Park City","2","TheGoodSkin","60","5.0","0.07","https://www.google.com/maps/search/?api=1&query=TheGoodSkin&query_place_id=ChIJJ8q1hiltUocRylmbzNUKWaY"
"Vyla Aesthetics","Park City","3","WELLnEST Park City, Dr. Giselle M. Batcheller","57","4.9","0.06","https://www.google.com/maps/search/?api=1&query=WELLnEST%20Park%20City%2C%20Dr.%20Giselle%20M.%20Batcheller&query_place_id=ChIJrVrE9A1tUocReNE6Fzr-R6g"
"The Vitamin Bar Medical Spa & IV Therapy - Park City","Park City","1","The Dermatology House","89","4.7","0.19","https://www.google.com/maps/search/?api=1&query=The%20Dermatology%20House&query_place_id=ChIJS8Mk-HVsUocRkvxLahEQ3Uk"
"The Vitamin Bar Medical Spa & IV Therapy - Park City","Park City","2","KMSKIN PARK CITY","34","5.0","0.2","https://www.google.com/maps/search/?api=1&query=KMSKIN%20PARK%20CITY&query_place_id=ChIJr87rWD5tUocRs8TDvTmMiM8"
"The Vitamin Bar Medical Spa & IV Therapy - Park City","Park City","3","PC Skin Expert","25","5.0","0.19","https://www.google.com/maps/search/?api=1&query=PC%20Skin%20Expert&query_place_id=ChIJq1ze38BtUocRpyzP-ZIN2k8"
"Spa Montage Deer Valley","Park City","1","The Dermatology House","89","4.7","3.34","https://www.google.com/maps/search/?api=1&query=The%20Dermatology%20House&query_place_id=ChIJS8Mk-HVsUocRkvxLahEQ3Uk"
"Spa Montage Deer Valley","Park City","2","TheGoodSkin","60","5.0","3.29","https://www.google.com/maps/search/?api=1&query=TheGoodSkin&query_place_id=ChIJJ8q1hiltUocRylmbzNUKWaY"
"Spa Montage Deer Valley","Park City","3","WELLnEST Park City, Dr. Giselle M. Batcheller","57","4.9","3.3","https://www.google.com/maps/search/?api=1&query=WELLnEST%20Park%20City%2C%20Dr.%20Giselle%20M.%20Batcheller&query_place_id=ChIJrVrE9A1tUocReNE6Fzr-R6g"
"TheGoodSkin","Park City","1","Vyla Aesthetics","322","5.0","0.07","https://www.google.com/maps/search/?api=1&query=Vyla%20Aesthetics&query_place_id=ChIJdZZ7HEhrUocR0ovxGrJXN0w"
"TheGoodSkin","Park City","2","The Dermatology House","89","4.7","0.06","https://www.google.com/maps/search/?api=1&query=The%20Dermatology%20House&query_place_id=ChIJS8Mk-HVsUocRkvxLahEQ3Uk"
"TheGoodSkin","Park City","3","WELLnEST Park City, Dr. Giselle M. Batcheller","57","4.9","0.02","https://www.google.com/maps/search/?api=1&query=WELLnEST%20Park%20City%2C%20Dr.%20Giselle%20M.%20Batcheller&query_place_id=ChIJrVrE9A1tUocReNE6Fzr-R6g"
"Saltz Plastic Surgery & Saltz Spa Vitoria","Park City","1","MDSkin Lounge and MDSkin Bar","122","4.8","0.2","https://www.google.com/maps/search/?api=1&query=MDSkin%20Lounge%20and%20MDSkin%20Bar&query_place_id=ChIJXXYqHtNtUocRyv8-NTIJdo0"
"Saltz Plastic Surgery & Saltz Spa Vitoria","Park City","2","Stephanie Singer, DO","74","4.3","0.0","https://www.google.com/maps/search/?api=1&query=Stephanie%20Singer%2C%20DO&query_place_id=ChIJDyVAanZsUocR5nfsahBctJA"
"Saltz Plastic Surgery & Saltz Spa Vitoria","Park City","3","Park City Medesthetix","68","4.8","0.01","https://www.google.com/maps/search/?api=1&query=Park%20City%20Medesthetix&query_place_id=ChIJBQsxjHVsUocRBIwZbu8-9DY"
"Infinity MedSpa and Wellness","Charlotte","1","Ageless Remedies SouthPark","708","4.8","0.39","https://www.google.com/maps/search/?api=1&query=Ageless%20Remedies%20SouthPark&query_place_id=ChIJC-UTuj2eVogRkBthbdG3XH4"
"Infinity MedSpa and Wellness","Charlotte","2","Carolina Facial Plastics","617","4.9","0.07","https://www.google.com/maps/search/?api=1&query=Carolina%20Facial%20Plastics&query_place_id=ChIJx_AlrxaeVogR8bRbMniXpos"
"Infinity MedSpa and Wellness","Charlotte","3","H/K/B Cosmetic Surgery","470","5.0","0.73","https://www.google.com/maps/search/?api=1&query=H%2FK%2FB%20Cosmetic%20Surgery&query_place_id=ChIJOfLU32meVogRSZFxlQwYVo0"
"Allure Medical","Charlotte","1","SkinSpirit Charlotte","134","5.0","1.13","https://www.google.com/maps/search/?api=1&query=SkinSpirit%20Charlotte&query_place_id=ChIJZedbMoSfVogRM9A43CXC5Yg"
"Allure Medical","Charlotte","2","Valencia Voci Medical Aesthetics & Wellness","69","5.0","1.0","https://www.google.com/maps/search/?api=1&query=Valencia%20Voci%20Medical%20Aesthetics%20%26%20Wellness&query_place_id=ChIJrYJrl-KfVogRfUM6hJ_D-T8"
"Allure Medical","Charlotte","3","Femme Medspa","69","5.0","1.57","https://www.google.com/maps/search/?api=1&query=Femme%20Medspa&query_place_id=ChIJyaF8o4CfVogRLk0kG99J418"
